Josip Hatze,Pietro Mascagni
Bernardo Pasquini,Girolamo Frescobaldi
Bernardo Pasquini,Johann Philipp Krieger
Bernardo Pasquini,Ottorino Respighi
Pylyp Kozytskiy,Bedřich Smetana
Pylyp Kozytskiy,Mykola Leontovych
Pylyp Kozytskiy,Mykola Lysenko
Pylyp Kozytskiy,Reinhold Glière
Ludovico Einaudi,Luciano Berio
Ludovico Einaudi,Maurice Jarre
İlhan Baran,Ahmed Adnan Saygun
İlhan Baran,Henri Dutilleux
İlhan Baran,Maurice Ohana
Sergei Taneyev,Alexander Borodin
Sergei Taneyev,Alexander Glazunov
Sergei Taneyev,César Cui
Sergei Taneyev,César Franck
Sergei Taneyev,Johann Sebastian Bach
Sergei Taneyev,Leopold Auer
Sergei Taneyev,Ludwig van Beethoven
Sergei Taneyev,Mily Balakirev
Sergei Taneyev,Modest Mussorgsky
Sergei Taneyev,Nikolai Rimsky-Korsakov
Sergei Taneyev,Pyotr Ilyich Tchaikovsky
Sergei Taneyev,Reinhold Glière
Sergei Taneyev,Serge Koussevitzky
Sergei Taneyev,Sergei Rachmaninoff
Sergei Taneyev,Wolfgang Amadeus Mozart
Frank Bridge,Benjamin Britten
Frank Bridge,Claude Debussy
Frank Bridge,César Franck
Frank Bridge,Gabriel Fauré
Frank Bridge,Igor Stravinsky
Frank Bridge,Ludwig van Beethoven
Frank Bridge,Pyotr Ilyich Tchaikovsky
Giovanni Bononcini,Antonio Lotti
Giovanni Bononcini,Antonio Maria Bononcini
Giovanni Bononcini,Francesco Cavalli
Giovanni Bononcini,Francesco Geminiani
Giovanni Bononcini,Franz Liszt
Giovanni Bononcini,George Frideric Handel
Giovanni Bononcini,Giovanni Paolo Colonna
Daniel Hensel,Emanuel Aloys Förster
Daniel Hensel,Gustav Mahler
Daniel Hensel,Heinz Winbeck
Daniel Hensel,Joseph Haydn
Daniel Hensel,Ludwig van Beethoven
Daniel Hensel,Manfred Trojahn
Polly Young,Antonio Sacchini
Polly Young,George Frideric Handel
Polly Young,John Frederick Lampe
Polly Young,Joseph Haydn
Polly Young,Michael Arne
Polly Young,Thomas Arne
Paul Bowles,Aaron Copland
Paul Bowles,Andrey Kasparov
Paul Bowles,Erik Satie
Paul Bowles,Henry Cowell
Paul Bowles,Igor Stravinsky
Paul Bowles,Leonard Bernstein
Paul Bowles,Maurice Ravel
Paul Bowles,Nadia Boulanger
Paul Bowles,Paul Bowles
Paul Bowles,Ramon Sender
Paul Bowles,Sergei Prokofiev
Paul Bowles,Vittorio Rieti
Jean-Michel Damase,Gabriel Fauré
Jean-Michel Damase,Henri Büsser
Jean-Michel Damase,Marcel Dupré
Sergei Rachmaninoff,Alexander Glazunov
Sergei Rachmaninoff,Alexander Goldenweiser (composer)
Sergei Rachmaninoff,Arnold Schoenberg
Sergei Rachmaninoff,César Cui
Sergei Rachmaninoff,Ferruccio Busoni
Sergei Rachmaninoff,Franz Liszt
Sergei Rachmaninoff,Fritz Kreisler
Sergei Rachmaninoff,Frédéric Chopin
Sergei Rachmaninoff,Gustav Mahler
Sergei Rachmaninoff,Igor Stravinsky
Sergei Rachmaninoff,Josef Hofmann
Sergei Rachmaninoff,Leopold Godowsky
Sergei Rachmaninoff,Ludwig van Beethoven
Sergei Rachmaninoff,Mily Balakirev
Sergei Rachmaninoff,Modest Mussorgsky
Sergei Rachmaninoff,Nikolai Rimsky-Korsakov
Sergei Rachmaninoff,Ottorino Respighi
Sergei Rachmaninoff,Pyotr Ilyich Tchaikovsky
Sergei Rachmaninoff,Raoul Pugno
Sergei Rachmaninoff,Riccardo Zandonai
Sergei Rachmaninoff,Richard Addinsell
Sergei Rachmaninoff,Richard Wagner
Sergei Rachmaninoff,Roy Douglas
Sergei Rachmaninoff,Sergei Prokofiev
Sergei Rachmaninoff,Sergei Taneyev
Sergei Rachmaninoff,Vladimir Horowitz
Filipe da Madre de Deus,John IV of Portugal
Luigi Nono,Aaron Copland
Luigi Nono,Aldo Clementi
Luigi Nono,Arnold Schoenberg
Luigi Nono,Arvo Pärt
Luigi Nono,Brian Eno
Luigi Nono,Bruno Maderna
Luigi Nono,Charles Wuorinen
Luigi Nono,Denis ApIvor
Luigi Nono,Dieter Schnebel
Luigi Nono,Earle Brown
Luigi Nono,Edgard Varèse
Luigi Nono,Ernst Krenek
Luigi Nono,Franco Donatoni
Luigi Nono,Gian Francesco Malipiero
Luigi Nono,Gottfried Michael Koenig
Luigi Nono,Halim El-Dabh
Luigi Nono,Hans Werner Henze
Luigi Nono,Henri Pousseur
Luigi Nono,Henryk Górecki
Luigi Nono,Iannis Xenakis
Luigi Nono,Igor Stravinsky
Luigi Nono,Jacques Calonne
Luigi Nono,Jean Barraqué
Luigi Nono,John Cage
Luigi Nono,John McGuire (composer)
Luigi Nono,Josef Matthias Hauer
Luigi Nono,Josef Tal
Luigi Nono,Juan Carlos Paz
Luigi Nono,Jürg Baur
Luigi Nono,Karlheinz Stockhausen
Luigi Nono,Krzysztof Penderecki
Luigi Nono,La Monte Young
Luigi Nono,Louis Andriessen
Luigi Nono,Luciano Berio
Luigi Nono,Luigi Dallapiccola
Luigi Nono,Mario Davidovsky
Luigi Nono,Mauricio Kagel
Luigi Nono,Nikos Skalkottas
Luigi Nono,Olivier Messiaen
Luigi Nono,Pierre Boulez
Luigi Nono,Pierre Schaeffer
Luigi Nono,Richard Barrett (composer)
Luigi Nono,Terry Riley
Luigi Nono,Wendy Carlos
Lars-Erik Larsson,Arnold Schoenberg
Lars-Erik Larsson,Jean Sibelius
Giuseppe Verdi,Alexander Dargomyzhsky
Giuseppe Verdi,Anton Bruckner
Giuseppe Verdi,Arrigo Boito
Giuseppe Verdi,Bedřich Smetana
Giuseppe Verdi,Bettina von Arnim
Giuseppe Verdi,Carl Loewe
Giuseppe Verdi,Carl Maria von Weber
Giuseppe Verdi,Clara Schumann
Giuseppe Verdi,César Franck
Giuseppe Verdi,Daniel Auber
Giuseppe Verdi,E. T. A. Hoffmann
Giuseppe Verdi,Fanny Mendelssohn
Giuseppe Verdi,Ferdinand David (musician)
Giuseppe Verdi,Ferdinand Hiller
Giuseppe Verdi,Franz Liszt
Giuseppe Verdi,Friedrich Kalkbrenner
Giuseppe Verdi,Frédéric Chopin
Giuseppe Verdi,Félicien David
Giuseppe Verdi,Gabriel Fauré
Giuseppe Verdi,Gaetano Donizetti
Giuseppe Verdi,Gaspare Spontini
Giuseppe Verdi,George Onslow (composer)
Giuseppe Verdi,Giacomo Meyerbeer
Giuseppe Verdi,Gioachino Rossini
Giuseppe Verdi,Hans von Bülow
Giuseppe Verdi,Hector Berlioz
Giuseppe Verdi,Heinrich Marschner
Giuseppe Verdi,Ildebrando Pizzetti
Giuseppe Verdi,Jan Václav Voříšek
Giuseppe Verdi,Jean-Jacques Rousseau
Giuseppe Verdi,José Melchor Gomis
Giuseppe Verdi,Lorenzo Ferrero
Giuseppe Verdi,Louis Niedermeyer
Giuseppe Verdi,Louis Spohr
Giuseppe Verdi,Ludwig van Beethoven
Giuseppe Verdi,Luigi Cherubini
Giuseppe Verdi,Modest Mussorgsky
Giuseppe Verdi,Niccolò Paganini
Giuseppe Verdi,Nikolai Rimsky-Korsakov
Giuseppe Verdi,Otto Nicolai
Giuseppe Verdi,Pietro Mascagni
Giuseppe Verdi,Richard Wagner
Giuseppe Verdi,Robert Franz
Giuseppe Verdi,Robert Schumann
Giuseppe Verdi,Saverio Mercadante
Giuseppe Verdi,Sigismond Thalberg
Giuseppe Verdi,Stanisław Moniuszko
Giuseppe Verdi,Vincenzo Bellini
Giuseppe Verdi,Émile Prudent
Giuseppe Verdi,Étienne Méhul
Margriet Ehlen,Bart Berman
Margriet Ehlen,Dimitri Terzakis
Margriet Ehlen,Gerard Kockelmans
Adalbert Gyrowetz,Johann Peter Salomon
Adalbert Gyrowetz,Joseph Haydn
Adalbert Gyrowetz,Wolfgang Amadeus Mozart
Louis-Emmanuel Jadin,Hyacinthe Jadin
Michael Hennagin,Aaron Copland
Michael Hennagin,Darius Milhaud
Raoul Pugno,Ambroise Thomas
Raoul Pugno,Claude Debussy
Raoul Pugno,César Franck
Raoul Pugno,Edvard Grieg
Raoul Pugno,Eugène Ysaÿe
Raoul Pugno,Franz Liszt
Raoul Pugno,Frédéric Chopin
Raoul Pugno,Gabriel Fauré
Raoul Pugno,George Frideric Handel
Raoul Pugno,Leopold Auer
Raoul Pugno,Louis Vierne
Raoul Pugno,Marion Bauer
Raoul Pugno,Nadia Boulanger
Raoul Pugno,Richard Wagner
Raoul Pugno,Wolfgang Amadeus Mozart
Jerry Bilik,Béla Bartók
Jerry Bilik,Leonard Bernstein
Roman Vlad,Alessandro Cicognini
Roman Vlad,Felicia Donceanu
Roman Vlad,Giovanni Fusco
Roman Vlad,Igor Stravinsky
Roman Vlad,Ion Nonna Otescu
Roman Vlad,Irina Odagescu
Roman Vlad,Luigi Dallapiccola
Roman Vlad,Maia Ciobanu
Roman Vlad,Pascal Bentoiu
Roman Vlad,Tudor Ciortea
Roman Vlad,Valentino Bucchi
Andys Skordis,Wim Henderickx
Josef Strauss,Eduard Strauss
Josef Strauss,Johann Strauss I
Josef Strauss,Johann Strauss II
Roberto Gerhard,Arnold Schoenberg
Roberto Gerhard,Béla Bartók
Roberto Gerhard,Charles Koechlin
Roberto Gerhard,Felipe Pedrell
Roberto Gerhard,Igor Stravinsky
Roberto Gerhard,Manuel de Falla
Roberto Gerhard,Pablo Casals
Johann Christian Kittel,Johann Sebastian Bach
Jean-Baptiste Lully,Antonio Cesti
Jean-Baptiste Lully,Francesco Cavalli
Jean-Baptiste Lully,George Frideric Handel
Jean-Baptiste Lully,Johann Sebastian Bach
Jean-Baptiste Lully,Michel Lambert
Jean-Baptiste Lully,Nicolas Métru
António Teixeira,João de Sousa Carvalho
Gerhard Stäbler,Klaus Huber
Francesco Balilla Pratella,Alexander Glazunov
Francesco Balilla Pratella,Alexander Mosolov
Francesco Balilla Pratella,Filippo Tommaso Marinetti
Francesco Balilla Pratella,Gian Francesco Malipiero
Francesco Balilla Pratella,Ildebrando Pizzetti
Francesco Balilla Pratella,Leo Ornstein
Francesco Balilla Pratella,Luigi Russolo
Francesco Balilla Pratella,Ottorino Respighi
Francesco Balilla Pratella,Pietro Mascagni
Francesco Balilla Pratella,Richard Strauss
Francesco Balilla Pratella,Umberto Giordano
Marta Jiráčková,Alois Hába
Marta Jiráčková,Emil Hlobil
James Tenney,Carl Ruggles
James Tenney,Charles Ives
James Tenney,Chou Wen-chung
James Tenney,Edgard Varèse
James Tenney,Harry Partch
James Tenney,Ingram Marshall
James Tenney,John Cage
James Tenney,John Luther Adams
James Tenney,Malcolm Goldstein
James Tenney,Marc Sabat
Otto Nicolai,Carl Friedrich Zelter
Otto Nicolai,Gaspare Spontini
Otto Nicolai,Giacomo Meyerbeer
Otto Nicolai,Gustav Mahler
Otto Nicolai,Johann Friedrich Agricola
Otto Nicolai,Johann Friedrich Reichardt
Otto Nicolai,Johannes Eccard
Otto Nicolai,Richard Strauss
Otto Nicolai,Vincenzo Bellini
Otto Nicolai,Wilhelm Furtwängler
Édouard Du Puy,Carl Friedrich Christian Fasch
Édouard Du Puy,Wolfgang Amadeus Mozart
Jacques Hétu,Henri Dutilleux
Jacques Hétu,Olivier Messiaen
Alexander Zhurbin,Aram Khachaturian
Alexander Zhurbin,Dmitri Shostakovich
Alexander Zhurbin,Gustav Mahler
Coleridge-Taylor Perkinson,Earl Kim
Coleridge-Taylor Perkinson,Samuel Coleridge-Taylor
Giovanni Maria Nanino,Antonio Brunelli
Giovanni Maria Nanino,Antonio Cifra
Giovanni Maria Nanino,Giovanni Bernardino Nanino
William Wallace (Scottish composer),Franz Liszt
Andreas Hofer (composer),Heinrich Ignaz Franz von Biber
Karl-Birger Blomdahl,Hilding Rosenberg
Karl-Birger Blomdahl,Leonard Bernstein
Thomas Armstrong (conductor),Alexander Mackenzie (composer)
Thomas Armstrong (conductor),Dieterich Buxtehude
Thomas Armstrong (conductor),Ernest Bullock
Thomas Armstrong (conductor),Gustav Holst
Thomas Armstrong (conductor),Hamilton Harty
Thomas Armstrong (conductor),Henry Ley
Thomas Armstrong (conductor),Hubert Parry
Thomas Armstrong (conductor),John Blackwood McEwen
Thomas Armstrong (conductor),Ralph Vaughan Williams
Thomas Armstrong (conductor),Wolfgang Amadeus Mozart
Sergei Slonimsky,Boris Arapov
Sergei Slonimsky,Vissarion Shebalin
Yorgos Foudoulis,Leo Brouwer
Attilio Ariosti,Giovanni Bononcini
Károly Thern,Edvard Grieg
Károly Thern,Franz Liszt
Károly Thern,Karl Goldmark
Károly Thern,Ludwig van Beethoven
Károly Thern,Robert Schumann
Károly Thern,Robert Volkmann
Philippe de Monte,Carolus Luython
Philippe de Monte,Claudio Monteverdi
Stefans Grové,Aaron Copland
Stefans Grové,Walter Piston
Nicola Logroscino,Leonardo Leo
Gaspard Corrette,Michel Corrette
Gaspard Corrette,Nicolas de Grigny
Nicolas Isouard,Pietro Alessandro Guglielmi
Nicolas Isouard,Rodolphe Kreutzer
Kurt Schwaen,Falko Steinbach
Kurt Schwaen,Hanns Eisler
Thomas Albert,Aaron Copland
Thomas Albert,Arnold Schoenberg
Thomas Albert,Charles Ives
Heinz Holliger,Arvo Pärt
Heinz Holliger,Beat Furrer
Heinz Holliger,Benjamin Britten
Heinz Holliger,Brian Ferneyhough
Heinz Holliger,Claude Debussy
Heinz Holliger,Dmitri Shostakovich
Heinz Holliger,Frank Martin (composer)
Heinz Holliger,György Kurtág
Heinz Holliger,György Ligeti
Heinz Holliger,Hans Werner Henze
Heinz Holliger,Harrison Birtwistle
Heinz Holliger,Henri Dutilleux
Heinz Holliger,Igor Stravinsky
Heinz Holliger,Karlheinz Stockhausen
Heinz Holliger,Keith Jarrett
Heinz Holliger,Klaus Huber
Heinz Holliger,Krzysztof Penderecki
Heinz Holliger,Leonard Bernstein
Heinz Holliger,Luciano Berio
Heinz Holliger,Mauricio Kagel
Heinz Holliger,Olivier Messiaen
Heinz Holliger,Pierre Boulez
Heinz Holliger,Robert Schumann
Heinz Holliger,Sofia Gubaidulina
Heinz Holliger,Wolfgang Rihm
Sergei Prokofiev,Aaron Copland
Sergei Prokofiev,Alberto Ginastera
Sergei Prokofiev,Alexander Glazunov
Sergei Prokofiev,Alexander Goldenweiser (composer)
Sergei Prokofiev,Anatoly Lyadov
Sergei Prokofiev,Aram Khachaturian
Sergei Prokofiev,Arnold Schoenberg
Sergei Prokofiev,Arthur Honegger
Sergei Prokofiev,Benjamin Britten
Sergei Prokofiev,Boris Asafyev
Sergei Prokofiev,Béla Bartók
Sergei Prokofiev,Carl Ruggles
Sergei Prokofiev,Charles Ives
Sergei Prokofiev,Conlon Nancarrow
Sergei Prokofiev,Darius Milhaud
Sergei Prokofiev,Dmitri Shostakovich
Sergei Prokofiev,Edgard Varèse
Sergei Prokofiev,Ernst Toch
Sergei Prokofiev,Ferruccio Busoni
Sergei Prokofiev,Gavriil Popov (composer)
Sergei Prokofiev,George Gershwin
Sergei Prokofiev,Gilberto Mendes
Sergei Prokofiev,Gustav Mahler
Sergei Prokofiev,György Ligeti
Sergei Prokofiev,Hans Werner Henze
Sergei Prokofiev,Henri Dutilleux
Sergei Prokofiev,Henry Cowell
Sergei Prokofiev,Iannis Xenakis
Sergei Prokofiev,Igor Markevitch
Sergei Prokofiev,Igor Stravinsky
Sergei Prokofiev,Jacques Calonne
Sergei Prokofiev,Johann Sebastian Bach
Sergei Prokofiev,John Cage
Sergei Prokofiev,Joseph Haydn
Sergei Prokofiev,Karlheinz Stockhausen
Sergei Prokofiev,Kurt Weill
Sergei Prokofiev,Leo Ornstein
Sergei Prokofiev,Leonard Bernstein
Sergei Prokofiev,Leoš Janáček
Sergei Prokofiev,Luciano Berio
Sergei Prokofiev,Luigi Nono
Sergei Prokofiev,Maurice Ravel
Sergei Prokofiev,Michael Tippett
Sergei Prokofiev,Nikolai Myaskovsky
Sergei Prokofiev,Nikolai Rimsky-Korsakov
Sergei Prokofiev,Nikolai Roslavets
Sergei Prokofiev,Nikolai Tcherepnin
Sergei Prokofiev,Olivier Messiaen
Sergei Prokofiev,Pierre Boulez
Sergei Prokofiev,Pyotr Ilyich Tchaikovsky
Sergei Prokofiev,Reinhold Glière
Sergei Prokofiev,Richard Strauss
Sergei Prokofiev,Robert Schumann
Sergei Prokofiev,Ruth Crawford Seeger
Sergei Prokofiev,Samuel Barber
Sergei Prokofiev,Serge Koussevitzky
Sergei Prokofiev,Sergei Rachmaninoff
Sergei Prokofiev,Sergei Taneyev
Sergei Prokofiev,Walter Piston
Sergei Prokofiev,William Walton
Sergei Prokofiev,Wolfgang Amadeus Mozart
Joseph Abaco,Evaristo Felice Dall'Abaco
Nadia Boulanger,Aaron Copland
Nadia Boulanger,Albert Roussel
Nadia Boulanger,Astor Piazzolla
Nadia Boulanger,Claudio Monteverdi
Nadia Boulanger,David Diamond (composer)
Nadia Boulanger,Dinu Lipatti
Nadia Boulanger,Gabriel Fauré
Nadia Boulanger,George Gershwin
Nadia Boulanger,Heinrich Schütz
Nadia Boulanger,Igor Markevitch
Nadia Boulanger,Igor Stravinsky
Nadia Boulanger,Jean Françaix
Nadia Boulanger,Johann Sebastian Bach
Nadia Boulanger,Lennox Berkeley
Nadia Boulanger,Louis Vierne
Nadia Boulanger,Raoul Pugno
Nadia Boulanger,Roy Harris
Nadia Boulanger,Walter Damrosch
Nadia Boulanger,Wolfgang Amadeus Mozart
Krešimir Baranović,Fran Lhotka
Tristan Murail,Olivier Messiaen
Bernd Alois Zimmermann,Frank Martin (composer)
Bernd Alois Zimmermann,Karlheinz Stockhausen
Bernd Alois Zimmermann,Michael Denhoff
Bernd Alois Zimmermann,Pierre Boulez
Bernd Alois Zimmermann,René Leibowitz
Bernd Alois Zimmermann,Wolfgang Fortner
Ignaz Brüll,Gustav Mahler
Ignaz Brüll,Johann Rufinatscha
Ignaz Brüll,Richard Heuberger
Ignaz Brüll,Robert Fuchs
Ignaz Brüll,Robert Schumann
Homer Keller,Howard Hanson
Homer Keller,Leslie Bassett
Zacara da Teramo,Francesco Landini
Zacara da Teramo,Guillaume Dufay
Gautier de Dargies,Gace Brulé
Jan Sandström (composer),Arvo Pärt
Jan Sandström (composer),Brian Ferneyhough
Jan Sandström (composer),Michael Praetorius
Jan Sandström (composer),Pär Lindgren
John S. Hilliard,Alan Hovhaness
John S. Hilliard,Ezra Laderman
John S. Hilliard,Homer Keller
John S. Hilliard,Olivier Messiaen
John S. Hilliard,Robert Moffat Palmer
John S. Hilliard,W. Francis McBeth
John S. Hilliard,William Grant Still
John S. Hilliard,Wolfgang Amadeus Mozart
Kurt-Heinz Stolze,Antonio Vivaldi
Kurt-Heinz Stolze,Johann Sebastian Bach
Kurt-Heinz Stolze,Pyotr Ilyich Tchaikovsky
Igor Markevitch,Aaron Copland
Igor Markevitch,Alberto Ginastera
Igor Markevitch,Arnold Schoenberg
Igor Markevitch,Arthur Honegger
Igor Markevitch,Benjamin Britten
Igor Markevitch,Béla Bartók
Igor Markevitch,Carl Ruggles
Igor Markevitch,Charles Ives
Igor Markevitch,Conlon Nancarrow
Igor Markevitch,Darius Milhaud
Igor Markevitch,Dmitri Shostakovich
Igor Markevitch,Edgard Varèse
Igor Markevitch,Ernst Toch
Igor Markevitch,Ferruccio Busoni
Igor Markevitch,Gavriil Popov (composer)
Igor Markevitch,George Gershwin
Igor Markevitch,Gilberto Mendes
Igor Markevitch,Giuseppe Sinopoli
Igor Markevitch,Gustav Mahler
Igor Markevitch,György Ligeti
Igor Markevitch,Hans Werner Henze
Igor Markevitch,Henri Dutilleux
Igor Markevitch,Henri Tomasi
Igor Markevitch,Henry Cowell
Igor Markevitch,Iannis Xenakis
Igor Markevitch,Igor Stravinsky
Igor Markevitch,Jacques Calonne
Igor Markevitch,Jean Martinon
Igor Markevitch,Johann Sebastian Bach
Igor Markevitch,Johann Strauss II
Igor Markevitch,John Cage
Igor Markevitch,Karlheinz Stockhausen
Igor Markevitch,Kurt Weill
Igor Markevitch,Leo Ornstein
Igor Markevitch,Leonard Bernstein
Igor Markevitch,Leoš Janáček
Igor Markevitch,Luciano Berio
Igor Markevitch,Luigi Nono
Igor Markevitch,Michael Tippett
Igor Markevitch,Nadia Boulanger
Igor Markevitch,Nikolai Myaskovsky
Igor Markevitch,Nikolai Roslavets
Igor Markevitch,Olivier Messiaen
Igor Markevitch,Pierre Boulez
Igor Markevitch,Richard Strauss
Igor Markevitch,Robert Schumann
Igor Markevitch,Ruth Crawford Seeger
Igor Markevitch,Samuel Barber
Igor Markevitch,Sergei Prokofiev
Igor Markevitch,Walter Piston
Igor Markevitch,William Walton
Michael Head (composer),John Blackwood McEwen
Smith Newell Penfield,Carl Reinecke
Hans Werner Henze,Aaron Copland
Hans Werner Henze,Aldo Clementi
Hans Werner Henze,Arnold Schoenberg
Hans Werner Henze,Beat Furrer
Hans Werner Henze,Benjamin Britten
Hans Werner Henze,Brian Ferneyhough
Hans Werner Henze,Bruno Maderna
Hans Werner Henze,Carl Maria von Weber
Hans Werner Henze,Charles Wuorinen
Hans Werner Henze,Denis ApIvor
Hans Werner Henze,Ernst Krenek
Hans Werner Henze,Gottfried Michael Koenig
Hans Werner Henze,György Kurtág
Hans Werner Henze,György Ligeti
Hans Werner Henze,Harrison Birtwistle
Hans Werner Henze,Heinz Holliger
Hans Werner Henze,Henri Dutilleux
Hans Werner Henze,Henri Pousseur
Hans Werner Henze,Henryk Górecki
Hans Werner Henze,Igor Stravinsky
Hans Werner Henze,Jacques Calonne
Hans Werner Henze,Jean Barraqué
Hans Werner Henze,Josef Matthias Hauer
Hans Werner Henze,Juan Carlos Paz
Hans Werner Henze,Jürg Baur
Hans Werner Henze,Karlheinz Stockhausen
Hans Werner Henze,Klaus Huber
Hans Werner Henze,Krzysztof Penderecki
Hans Werner Henze,Leonard Bernstein
Hans Werner Henze,Louis Andriessen
Hans Werner Henze,Luciano Berio
Hans Werner Henze,Luigi Dallapiccola
Hans Werner Henze,Luigi Nono
Hans Werner Henze,Mauricio Kagel
Hans Werner Henze,Nikos Skalkottas
Hans Werner Henze,Olivier Messiaen
Hans Werner Henze,Pierre Boulez
Hans Werner Henze,Richard Barrett (composer)
Hans Werner Henze,William Walton
Hans Werner Henze,Wolfgang Amadeus Mozart
Hans Werner Henze,Wolfgang Fortner
Hans Werner Henze,Wolfgang Rihm
Iancu Dumitrescu,Ana-Maria Avram
Iancu Dumitrescu,Giacinto Scelsi
Iancu Dumitrescu,Horațiu Rădulescu
Iancu Dumitrescu,Pierre Schaeffer
Charles Wilfred Orr,Hugo Wolf
Charles Wilfred Orr,Robert Schumann
Vítězslava Kaprálová,Bohuslav Martinů
Vítězslava Kaprálová,Nadia Boulanger
Vítězslava Kaprálová,Vilém Petrželka
Vítězslava Kaprálová,Václav Kaprál
Vítězslava Kaprálová,Vítězslav Novák
Ernst Levy,Franz Liszt
Ernst Levy,Raoul Pugno
Grigori Gamburg,Nikolai Myaskovsky
Grigori Gamburg,Nikolai Tcherepnin
Julio Estrada,György Ligeti
Julio Estrada,Iannis Xenakis
Julio Estrada,Julián Orbón
Julio Estrada,Karlheinz Stockhausen
Julio Estrada,Nadia Boulanger
Julio Estrada,Olivier Messiaen
Mary Finsterer,Louis Andriessen
Modest Mussorgsky,Alexander Borodin
Modest Mussorgsky,Alexander Dargomyzhsky
Modest Mussorgsky,Anatoly Lyadov
Modest Mussorgsky,César Cui
Modest Mussorgsky,Dmitri Shostakovich
Modest Mussorgsky,Franz Liszt
Modest Mussorgsky,Ludwig van Beethoven
Modest Mussorgsky,Maurice Ravel
Modest Mussorgsky,Mily Balakirev
Modest Mussorgsky,Nikolai Rimsky-Korsakov
Modest Mussorgsky,Pyotr Ilyich Tchaikovsky
Modest Mussorgsky,Robert Schumann
Modest Mussorgsky,Sergei Prokofiev
Modest Mussorgsky,Tikhon Khrennikov
Aram Khachaturian,Alexander Borodin
Aram Khachaturian,Andrei Eshpai
Aram Khachaturian,Aram Khachaturian
Aram Khachaturian,Arno Babajanian
Aram Khachaturian,Dmitri Shostakovich
Aram Khachaturian,Edvard Mirzoyan
Aram Khachaturian,Georgs Pelēcis
Aram Khachaturian,Mikhail Gnessin
Aram Khachaturian,Nikolai Myaskovsky
Aram Khachaturian,Nikolai Rimsky-Korsakov
Aram Khachaturian,Nina Makarova
Aram Khachaturian,Reinhold Glière
Aram Khachaturian,Romanos Melikian
Aram Khachaturian,Sergei Prokofiev
Aram Khachaturian,Tigran Mansurian
Aram Khachaturian,Tolib Shakhidi
Heinrich Ignaz Franz von Biber,Andreas Hofer (composer)
Heinrich Ignaz Franz von Biber,Antonio Bertali
Heinrich Ignaz Franz von Biber,Arcangelo Corelli
Heinrich Ignaz Franz von Biber,Carl Heinrich Biber
Heinrich Ignaz Franz von Biber,Franz Liszt
Heinrich Ignaz Franz von Biber,Johann Paul von Westhoff
Heinrich Ignaz Franz von Biber,Marco Uccellini
Heinrich Ignaz Franz von Biber,Sergei Rachmaninoff
Michael Nyman,Alan Bush
Michael Nyman,Cornelius Cardew
Michael Nyman,George Frideric Handel
Michael Nyman,Harrison Birtwistle
Michael Nyman,Heinrich Ignaz Franz Biber
Michael Nyman,Henry Purcell
Michael Nyman,John Cage
Michael Nyman,Peter Sculthorpe
Michael Nyman,Wolfgang Amadeus Mozart
Anatoly Bogatyrev,Nikolai Rimsky-Korsakov
Alain Bancquart,Darius Milhaud
Dimitri Terzakis,Bernd Alois Zimmermann
Willy Hess (composer),Ludwig van Beethoven
Paul Ladmirault,Claude Debussy
Paul Ladmirault,Florent Schmitt
Paul Ladmirault,Gabriel Fauré
Paul Ladmirault,Louis Aubert
Paul Ladmirault,Maurice Ravel
Franz Benda,Jiří Antonín Benda
Franz Benda,Johann Gottlieb Graun
Josef Labor,Anton Bruckner
Josef Labor,Arnold Schoenberg
Josef Labor,Benjamin Britten
Josef Labor,Clara Schumann
Josef Labor,Franz Schmidt
Josef Labor,Gustav Mahler
Josef Labor,Joseph Haydn
Josef Labor,Ludwig van Beethoven
