Josip Hatze,Pietro Mascagni
Carlo Pedini,Franco Donatoni
Carlo Pedini,Leo Brouwer
Carlo Pedini,Salvatore Sciarrino
Ken Namba,Carlo Forlivesi
Olesya Rostovskaya,Sandor Kalloś
Gerard von Brucken Fock,Claude Debussy
Gerard von Brucken Fock,Edvard Grieg
Gerard von Brucken Fock,Franz Liszt
Gerard von Brucken Fock,Frédéric Chopin
Gerard von Brucken Fock,Gerard von Brucken Fock
Gerard von Brucken Fock,Julius Röntgen
Gerard von Brucken Fock,Maurice Ravel
Gerard von Brucken Fock,Richard Hol
Eugene Aynsley Goossens,Aaron Copland
Eugene Aynsley Goossens,Alberto Ginastera
Eugene Aynsley Goossens,Arnold Bax
Eugene Aynsley Goossens,Edvard Grieg
Eugene Aynsley Goossens,Ernest Bloch
Eugene Aynsley Goossens,Eugène Ysaÿe
Eugene Aynsley Goossens,Hector Berlioz
Eugene Aynsley Goossens,Igor Stravinsky
Eugene Aynsley Goossens,Jean Sibelius
Eugene Aynsley Goossens,Maurice Ravel
Eugene Aynsley Goossens,Modest Mussorgsky
Eugene Aynsley Goossens,Nikolai Rimsky-Korsakov
Eugene Aynsley Goossens,Ottorino Respighi
Eugene Aynsley Goossens,Paul Hindemith
Eugene Aynsley Goossens,Pyotr Ilyich Tchaikovsky
Eugene Aynsley Goossens,Ralph Vaughan Williams
Eugene Aynsley Goossens,Roy Harris
Eugene Aynsley Goossens,Samuel Jones (composer)
Eugene Aynsley Goossens,Sergei Rachmaninoff
Eugene Aynsley Goossens,Walter Piston
Eugene Aynsley Goossens,Willem van Otterloo
Eugene Aynsley Goossens,William Walton
Eugene Aynsley Goossens,Wolfgang Amadeus Mozart
David Schiff,George Gershwin
David Schiff,Terry Riley
Howard Goodall,Ivor Novello
Wolfgang Fortner,Alberto Ginastera
Wolfgang Fortner,Benjamin Britten
Wolfgang Fortner,Bernd Alois Zimmermann
Wolfgang Fortner,Conrad Beck
Wolfgang Fortner,Hans Ulrich Engelmann
Wolfgang Fortner,Hans Werner Henze
Wolfgang Fortner,Hans Zender
Wolfgang Fortner,Heinz Holliger
Wolfgang Fortner,Henri Dutilleux
Wolfgang Fortner,Johann Sebastian Bach
Wolfgang Fortner,Karl Amadeus Hartmann
Wolfgang Fortner,Klaus Huber
Wolfgang Fortner,Luciano Berio
Wolfgang Fortner,Manfred Stahnke
Wolfgang Fortner,Pierre Boulez
Wolfgang Fortner,Wolfgang Rihm
Heinz Tiessen,Eduard Erdmann
Heinz Tiessen,Richard Strauss
Ilja Hurník,Giovanni Battista Pergolesi
Ilja Hurník,Ludwig van Beethoven
Ilja Hurník,Petr Eben
Joseph-Nicolas-Pancrace Royer,Jean-Joseph Cassanéa de Mondonville
Édouard Commette,Charles-Marie Widor
Édouard Commette,César Franck
Édouard Commette,Eugène Gigout
Édouard Commette,Gabriel Pierné
Édouard Commette,Louis Vierne
Édouard Commette,Pierre-Octave Ferroud
Édouard Commette,Richard Wagner
Miroslav Miletić,Antun Dobronić
Miroslav Miletić,Benjamin Britten
Miroslav Miletić,Dubravko Detoni
Miroslav Miletić,Karlheinz Stockhausen
Miroslav Miletić,Willem van Otterloo
Ahmed Adnan Saygun,Ahmed Adnan Saygun
Ahmed Adnan Saygun,Béla Bartók
Ahmed Adnan Saygun,Jean Sibelius
Ahmed Adnan Saygun,Manuel de Falla
Ahmed Adnan Saygun,Paul Hindemith
Rhian Samuel,Harrison Birtwistle
Giovanni Fusco,Alessandro Cicognini
Giovanni Fusco,Roman Vlad
Giovanni Fusco,Valentino Bucchi
Joseph Dillon Ford,John Ward (composer)
Paul Ben-Haim,Ami Maayani
Paul Ben-Haim,Ben-Zion Orgad
Paul Ben-Haim,Ernest Bloch
Paul Ben-Haim,Marc Lavry
Paul Ben-Haim,Max Brod
Paul Ben-Haim,Shulamit Ran
Paul Ben-Haim,Yehezkel Braun
Rafael Antonio Castellanos,Dieter Lehnhoff
Robin Milford,Gerald Finzi
Robin Milford,Gustav Holst
Robin Milford,Ralph Vaughan Williams
Robin Milford,William Walton
Willem Andriessen,Hendrik Andriessen
Willem Andriessen,Robert Schumann
Lester Trimble,Aaron Copland
Lester Trimble,Arthur Honegger
Lester Trimble,Darius Milhaud
Lester Trimble,Leonard Bernstein
Lester Trimble,Nadia Boulanger
Lior Navok,Serge Koussevitzky
Willem Jeths,Tristan Keuris
Leif Kayser,Hilding Rosenberg
Peter Maxwell Davies,Aaron Copland
Peter Maxwell Davies,Alexander Goehr
Peter Maxwell Davies,Benjamin Britten
Peter Maxwell Davies,Earl Kim
Peter Maxwell Davies,Elgar Howarth
Peter Maxwell Davies,George Frideric Handel
Peter Maxwell Davies,Goffredo Petrassi
Peter Maxwell Davies,Harrison Birtwistle
Peter Maxwell Davies,John Ogdon
Peter Maxwell Davies,Judith Weir
Conrad Susa,Peter Schickele
Caroline Shaw,John Luther Adams
Caroline Shaw,Steven Mackey
Caroline Shaw,Wolfgang Amadeus Mozart
Mykola Lysenko,Nikolai Rimsky-Korsakov
Mykola Lysenko,Pyotr Ilyich Tchaikovsky
Robert Wykes,Gary Lee Nelson
Johann Lorenz Bach,Johann Sebastian Bach
Carl Ruggles,Aaron Copland
Carl Ruggles,Alberto Ginastera
Carl Ruggles,Arnold Schoenberg
Carl Ruggles,Arthur Honegger
Carl Ruggles,Benjamin Britten
Carl Ruggles,Béla Bartók
Carl Ruggles,Charles Ives
Carl Ruggles,Conlon Nancarrow
Carl Ruggles,Darius Milhaud
Carl Ruggles,Dmitri Shostakovich
Carl Ruggles,Edgard Varèse
Carl Ruggles,Ernst Toch
Carl Ruggles,Ferruccio Busoni
Carl Ruggles,Gavriil Popov (composer)
Carl Ruggles,George Gershwin
Carl Ruggles,Gilberto Mendes
Carl Ruggles,Gustav Mahler
Carl Ruggles,György Ligeti
Carl Ruggles,Hans Werner Henze
Carl Ruggles,Henri Dutilleux
Carl Ruggles,Henry Cowell
Carl Ruggles,Iannis Xenakis
Carl Ruggles,Igor Markevitch
Carl Ruggles,Igor Stravinsky
Carl Ruggles,Jacques Calonne
Carl Ruggles,James Tenney
Carl Ruggles,Jean Martinon
Carl Ruggles,John Cage
Carl Ruggles,John J. Becker
Carl Ruggles,Karlheinz Stockhausen
Carl Ruggles,Kurt Weill
Carl Ruggles,Leo Ornstein
Carl Ruggles,Leonard Bernstein
Carl Ruggles,Leoš Janáček
Carl Ruggles,Lou Harrison
Carl Ruggles,Luciano Berio
Carl Ruggles,Luigi Nono
Carl Ruggles,Michael Tippett
Carl Ruggles,Nikolai Myaskovsky
Carl Ruggles,Nikolai Roslavets
Carl Ruggles,Olivier Messiaen
Carl Ruggles,Pierre Boulez
Carl Ruggles,Richard Strauss
Carl Ruggles,Richard Wagner
Carl Ruggles,Ruth Crawford Seeger
Carl Ruggles,Samuel Barber
Carl Ruggles,Sergei Prokofiev
Carl Ruggles,Walter Piston
Carl Ruggles,William Walton
Emmerich Kálmán,Béla Bartók
Emmerich Kálmán,Franz Lehár
Emmerich Kálmán,Giacomo Puccini
Emmerich Kálmán,Hans von Koessler
Emmerich Kálmán,Pyotr Ilyich Tchaikovsky
Emmerich Kálmán,Zoltán Kodály
Karl Jenkins,Alun Hoddinott
Zara Levina,Ludwig van Beethoven
Zara Levina,Robert Schumann
Zara Levina,Sergei Prokofiev
Zara Levina,Sergei Rachmaninoff
Sorin Lerescu,Brian Ferneyhough
Richard Hageman,Aaron Copland
Richard Hageman,André Previn
Richard Hageman,Anne Dudley
Richard Hageman,Erich Wolfgang Korngold
Richard Hageman,Gustavo Santaolalla
Richard Hageman,John Williams
Richard Hageman,Malcolm Arnold
Richard Hageman,Maurice Jarre
Richard Hageman,Paul McCartney
Richard Hageman,Ryuichi Sakamoto
Richard Hageman,Vangelis
Vladimir Fere,Abdylas Maldybaev
Hans-Jürgen von Bose,Adriana Hölszky
Hans-Jürgen von Bose,Enno Poppe
Hans-Jürgen von Bose,Hans Ulrich Engelmann
Hans-Jürgen von Bose,John McGuire (composer)
Hans-Jürgen von Bose,Jörg Widmann
Hans-Jürgen von Bose,Kevin Volans
Hans-Jürgen von Bose,Ladislav Kupkovič
Hans-Jürgen von Bose,Manfred Trojahn
Hans-Jürgen von Bose,Moritz Eggert
Hans-Jürgen von Bose,Péter Eötvös
Hans-Jürgen von Bose,Wilhelm Killmayer
Hans-Jürgen von Bose,Wolfgang Rihm
Hans-Jürgen von Bose,Wolfgang von Schweinitz
Steven Stucky,David Lang (composer)
Steven Stucky,Hannah Lash
Steven Stucky,Hugo Wolf
Steven Stucky,Igor Stravinsky
Steven Stucky,Jennifer Higdon
Steven Stucky,Johann Sebastian Bach
Steven Stucky,Maurice Ravel
John Stafford Smith,Johann Sebastian Bach
Hans Stadlmair,Arnold Schoenberg
Hans Stadlmair,Frank Martin (composer)
Hans Stadlmair,Franz Danzi
Hans Stadlmair,Joachim Raff
Hans Stadlmair,Johann Nepomuk David
Hans Stadlmair,Joseph Haydn
Hans Stadlmair,Leopold Mozart
Hans Stadlmair,Michael Haydn
Hans Stadlmair,Thomas Larcher
Hans Stadlmair,Wilhelm Killmayer
Boudewijn Buckinx,John Cage
Boudewijn Buckinx,Karlheinz Stockhausen
Boudewijn Buckinx,Mauricio Kagel
Alvin Lucier,Aaron Copland
Alvin Lucier,David Behrman
Alvin Lucier,Gordon Mumma
Alvin Lucier,John Cage
Alvin Lucier,Larry Austin
Alvin Lucier,Laurie Anderson
Alvin Lucier,Mario Davidovsky
Alvin Lucier,Pauline Oliveros
Alvin Lucier,Wendy Carlos
Vito Žuraj,Alojz Ajdič
Vito Žuraj,Janez Matičič
Vito Žuraj,Jani Golob
Vito Žuraj,Jože Privšek
Vito Žuraj,Primož Ramovš
Salvatore Di Vittorio,Hector Berlioz
Salvatore Di Vittorio,Ludmila Ulehla
Salvatore Di Vittorio,Ottorino Respighi
Salvatore Di Vittorio,Richard Strauss
Estêvão de Brito,Filipe de Magalhães
Conlon Nancarrow,Aaron Copland
Conlon Nancarrow,Alberto Ginastera
Conlon Nancarrow,Arnold Schoenberg
Conlon Nancarrow,Arthur Honegger
Conlon Nancarrow,Benjamin Britten
Conlon Nancarrow,Béla Bartók
Conlon Nancarrow,Carl Ruggles
Conlon Nancarrow,Charles Amirkhanian
Conlon Nancarrow,Charles Ives
Conlon Nancarrow,Darius Milhaud
Conlon Nancarrow,Dmitri Shostakovich
Conlon Nancarrow,Edgard Varèse
Conlon Nancarrow,Ernst Toch
Conlon Nancarrow,Evan Ziporyn
Conlon Nancarrow,Ferruccio Busoni
Conlon Nancarrow,Gavriil Popov (composer)
Conlon Nancarrow,George Gershwin
Conlon Nancarrow,Gilberto Mendes
Conlon Nancarrow,Gustav Mahler
Conlon Nancarrow,György Ligeti
Conlon Nancarrow,Hans Werner Henze
Conlon Nancarrow,Henri Dutilleux
Conlon Nancarrow,Henry Cowell
Conlon Nancarrow,Iannis Xenakis
Conlon Nancarrow,Igor Markevitch
Conlon Nancarrow,Igor Stravinsky
Conlon Nancarrow,Jacques Calonne
Conlon Nancarrow,James Tenney
Conlon Nancarrow,Johann Sebastian Bach
Conlon Nancarrow,John Cage
Conlon Nancarrow,Karlheinz Stockhausen
Conlon Nancarrow,Kurt Weill
Conlon Nancarrow,Leo Ornstein
Conlon Nancarrow,Leonard Bernstein
Conlon Nancarrow,Leoš Janáček
Conlon Nancarrow,Luciano Berio
Conlon Nancarrow,Luigi Nono
Conlon Nancarrow,Michael Tippett
Conlon Nancarrow,Nikolai Myaskovsky
Conlon Nancarrow,Nikolai Roslavets
Conlon Nancarrow,Olivier Messiaen
Conlon Nancarrow,Pierre Boulez
Conlon Nancarrow,Richard Strauss
Conlon Nancarrow,Ruth Crawford Seeger
Conlon Nancarrow,Samuel Barber
Conlon Nancarrow,Sergei Prokofiev
Conlon Nancarrow,Walter Piston
Conlon Nancarrow,William Walton
Erich Wolfgang Korngold,Aaron Copland
Erich Wolfgang Korngold,Alexander von Zemlinsky
Erich Wolfgang Korngold,André Previn
Erich Wolfgang Korngold,Anne Dudley
Erich Wolfgang Korngold,Artur Schnabel
Erich Wolfgang Korngold,Franz Liszt
Erich Wolfgang Korngold,Frédéric Chopin
Erich Wolfgang Korngold,Giacomo Puccini
Erich Wolfgang Korngold,Gustav Mahler
Erich Wolfgang Korngold,Gustavo Santaolalla
Erich Wolfgang Korngold,Harold Truscott
Erich Wolfgang Korngold,Johann Strauss II
Erich Wolfgang Korngold,John Williams
Erich Wolfgang Korngold,Malcolm Arnold
Erich Wolfgang Korngold,Maurice Jarre
Erich Wolfgang Korngold,Paul McCartney
Erich Wolfgang Korngold,Richard Hageman
Erich Wolfgang Korngold,Richard Strauss
Erich Wolfgang Korngold,Richard Wagner
Erich Wolfgang Korngold,Ryuichi Sakamoto
Erich Wolfgang Korngold,Vangelis
Juan García de Zéspedes,Juan Gutiérrez de Padilla
Arnold Schoenberg,Aaron Copland
Arnold Schoenberg,Alberto Ginastera
Arnold Schoenberg,Aldo Clementi
Arnold Schoenberg,Alexander von Zemlinsky
Arnold Schoenberg,Allen Shawn
Arnold Schoenberg,Arnold Schoenberg
Arnold Schoenberg,Arthur Honegger
Arnold Schoenberg,Artur Schnabel
Arnold Schoenberg,Benjamin Britten
Arnold Schoenberg,Bruno Maderna
Arnold Schoenberg,Béla Bartók
Arnold Schoenberg,Carl Ruggles
Arnold Schoenberg,Charles Ives
Arnold Schoenberg,Charles Wuorinen
Arnold Schoenberg,Claude Debussy
Arnold Schoenberg,Conlon Nancarrow
Arnold Schoenberg,Darius Milhaud
Arnold Schoenberg,Denis ApIvor
Arnold Schoenberg,Dmitri Shostakovich
Arnold Schoenberg,Earl Kim
Arnold Schoenberg,Edgard Varèse
Arnold Schoenberg,Ernst Krenek
Arnold Schoenberg,Ernst Toch
Arnold Schoenberg,Ferruccio Busoni
Arnold Schoenberg,Franz Schreker
Arnold Schoenberg,Gavriil Popov (composer)
Arnold Schoenberg,George Gershwin
Arnold Schoenberg,Gilberto Mendes
Arnold Schoenberg,Gottfried Michael Koenig
Arnold Schoenberg,Gustav Mahler
Arnold Schoenberg,György Ligeti
Arnold Schoenberg,Hanns Eisler
Arnold Schoenberg,Hans Werner Henze
Arnold Schoenberg,Henri Dutilleux
Arnold Schoenberg,Henri Pousseur
Arnold Schoenberg,Henry Cowell
Arnold Schoenberg,Henryk Górecki
Arnold Schoenberg,Hermann Graedener
Arnold Schoenberg,Iannis Xenakis
Arnold Schoenberg,Igor Markevitch
Arnold Schoenberg,Igor Stravinsky
Arnold Schoenberg,Jacques Calonne
Arnold Schoenberg,Jean Barraqué
Arnold Schoenberg,John Cage
Arnold Schoenberg,Josef Matthias Hauer
Arnold Schoenberg,Juan Carlos Paz
Arnold Schoenberg,Jürg Baur
Arnold Schoenberg,Karlheinz Stockhausen
Arnold Schoenberg,Krzysztof Penderecki
Arnold Schoenberg,Kurt Weill
Arnold Schoenberg,Leo Ornstein
Arnold Schoenberg,Leonard Bernstein
Arnold Schoenberg,Leoš Janáček
Arnold Schoenberg,Lou Harrison
Arnold Schoenberg,Louis Andriessen
Arnold Schoenberg,Louis Gruenberg
Arnold Schoenberg,Luciano Berio
Arnold Schoenberg,Luigi Dallapiccola
Arnold Schoenberg,Luigi Nono
Arnold Schoenberg,Max Reger
Arnold Schoenberg,Michael Tippett
Arnold Schoenberg,Nikolai Myaskovsky
Arnold Schoenberg,Nikolai Roslavets
Arnold Schoenberg,Nikos Skalkottas
Arnold Schoenberg,Olivier Messiaen
Arnold Schoenberg,Paul Hindemith
Arnold Schoenberg,Pierre Boulez
Arnold Schoenberg,René Leibowitz
Arnold Schoenberg,Richard Barrett (composer)
Arnold Schoenberg,Richard Strauss
Arnold Schoenberg,Richard Wagner
Arnold Schoenberg,Robert Fuchs
Arnold Schoenberg,Roberto Gerhard
Arnold Schoenberg,Ruth Crawford Seeger
Arnold Schoenberg,Samuel Barber
Arnold Schoenberg,Sergei Prokofiev
Arnold Schoenberg,Walter Piston
Arnold Schoenberg,William Walton
Arnold Schoenberg,Winfried Zillig
Johann Nicolaus Mempel,Johann Gottfried Walther
Johann Nicolaus Mempel,Johann Peter Kellner
Johann Nicolaus Mempel,Johann Sebastian Bach
Stefan Remenkov,Aram Khachaturian
Stefan Remenkov,Dimitar Nenov
Stefan Remenkov,Pancho Vladigerov
Stefan Remenkov,Veselin Stoyanov
Laura Netzel,Charles-Marie Widor
Halim El-Dabh,Aaron Copland
Halim El-Dabh,Alan Hovhaness
Halim El-Dabh,Brian Eno
Halim El-Dabh,Bruno Maderna
Halim El-Dabh,Béla Bartók
Halim El-Dabh,Charles Amirkhanian
Halim El-Dabh,Edgard Varèse
Halim El-Dabh,Ernst Krenek
Halim El-Dabh,Francis Judd Cooke
Halim El-Dabh,Frank Zappa
Halim El-Dabh,Gottfried Michael Koenig
Halim El-Dabh,Henri Pousseur
Halim El-Dabh,Henry Cowell
Halim El-Dabh,Iannis Xenakis
Halim El-Dabh,John Cage
Halim El-Dabh,John McGuire (composer)
Halim El-Dabh,Josef Tal
Halim El-Dabh,Karlheinz Stockhausen
Halim El-Dabh,La Monte Young
Halim El-Dabh,Leonard Bernstein
Halim El-Dabh,Luigi Dallapiccola
Halim El-Dabh,Luigi Nono
Halim El-Dabh,Mario Davidovsky
Halim El-Dabh,Mauricio Kagel
Halim El-Dabh,Neil Rolnick
Halim El-Dabh,Pierre Schaeffer
Halim El-Dabh,Terry Riley
Halim El-Dabh,Wendy Carlos
Charles Amirkhanian,Conlon Nancarrow
Albinoni,Alessandro Marcello
Albinoni,Johann Sebastian Bach
Jane Mary Guest,Antonio Sacchini
Jane Mary Guest,Thomas Linley the elder
Béla Bartók,Aaron Copland
Béla Bartók,Alan Bush
Béla Bartók,Alberto Ginastera
Béla Bartók,Antonín Dvořák
Béla Bartók,Arnold Schoenberg
Béla Bartók,Arthur Honegger
Béla Bartók,Benjamin Britten
Béla Bartók,Carl Ruggles
Béla Bartók,Charles Ives
Béla Bartók,Claude Debussy
Béla Bartók,Conlon Nancarrow
Béla Bartók,Darius Milhaud
Béla Bartók,Dmitri Shostakovich
Béla Bartók,Edgard Varèse
Béla Bartók,Ernst Toch
Béla Bartók,Ferruccio Busoni
Béla Bartók,Franz Liszt
Béla Bartók,Gavriil Popov (composer)
Béla Bartók,George Gershwin
Béla Bartók,Gilberto Mendes
Béla Bartók,Gustav Mahler
Béla Bartók,György Ligeti
Béla Bartók,Hans Werner Henze
Béla Bartók,Henri Dutilleux
Béla Bartók,Henry Cowell
Béla Bartók,Iannis Xenakis
Béla Bartók,Igor Markevitch
Béla Bartók,Igor Stravinsky
Béla Bartók,Jack Beeson
Béla Bartók,Jacques Calonne
Béla Bartók,John Cage
Béla Bartók,Karlheinz Stockhausen
Béla Bartók,Kurt Weill
Béla Bartók,Leo Ornstein
Béla Bartók,Leonard Bernstein
Béla Bartók,Leoš Janáček
Béla Bartók,Luciano Berio
Béla Bartók,Luigi Nono
Béla Bartók,Michael Tippett
Béla Bartók,Nikolai Myaskovsky
Béla Bartók,Nikolai Roslavets
Béla Bartók,Olivier Messiaen
Béla Bartók,Pierre Boulez
Béla Bartók,Richard Strauss
Béla Bartók,Ruth Crawford Seeger
Béla Bartók,Samuel Barber
Béla Bartók,Serge Koussevitzky
Béla Bartók,Sergei Prokofiev
Béla Bartók,Walter Piston
Béla Bartók,William Walton
Béla Bartók,Zoltán Kodály
Břetislav Bakala,Bohuslav Martinů
Břetislav Bakala,František Neumann
Břetislav Bakala,Igor Stravinsky
Břetislav Bakala,Leoš Janáček
Břetislav Bakala,Osvald Chlubna
Břetislav Bakala,Vilém Petrželka
Břetislav Bakala,Václav Kaprál
Břetislav Bakala,Vítězslav Novák
Basil Athanasiadis,Paul Patterson (composer)
Jean Gilles (composer),André Campra
Jean Gilles (composer),Jean-Philippe Rameau
Jean Gilles (composer),Michel Corrette
Giovanni Giacomo Gastoldi,Adriano Banchieri
Giovanni Giacomo Gastoldi,Hans Leo Hassler
Giovanni Giacomo Gastoldi,Orazio Vecchi
Carlo Francesco Pollarolo,Alessandro Scarlatti
Carlo Francesco Pollarolo,Antonio Caldara
Carlo Francesco Pollarolo,Antonio Lotti
Carlo Francesco Pollarolo,Francesco Gasparini
Carlo Francesco Pollarolo,Giovanni Bononcini
Carlo Francesco Pollarolo,Jean-Baptiste Lully
Eduard Schütt,Carl Reinecke
Eduard Schütt,Salomon Jadassohn
Eduard Schütt,Theodor Leschetizky
Johann André,Johann Anton André
Johann André,Wolfgang Amadeus Mozart
Hans Leo Hassler,Giovanni Giacomo Gastoldi
Hans Leo Hassler,Heinrich Schütz
Hans Leo Hassler,Johann Sebastian Bach
Hans Leo Hassler,Michael Praetorius
Hans Leo Hassler,Orazio Vecchi
Adolf von Henselt,Anton Bruckner
Adolf von Henselt,Carl Maria von Weber
Adolf von Henselt,Franz Liszt
Adolf von Henselt,Frédéric Chopin
Adolf von Henselt,Gaetano Donizetti
Adolf von Henselt,Giacomo Meyerbeer
Adolf von Henselt,Johann Nepomuk Hummel
Adolf von Henselt,Ludwig van Beethoven
Adolf von Henselt,Niccolò Paganini
Adolf von Henselt,Sergei Rachmaninoff
Adolf von Henselt,Simon Sechter
Giorgio Federico Ghedini,Claudio Monteverdi
Giorgio Federico Ghedini,Girolamo Frescobaldi
Giorgio Federico Ghedini,Luciano Berio
Giorgio Federico Ghedini,Marco Enrico Bossi
Roman Turovsky-Savchuk,Davide Zannoni
Roman Turovsky-Savchuk,Hans Kockelmans
Roman Turovsky-Savchuk,Olesya Rostovskaya
Jan Tausinger,Alois Hába
Jan Tausinger,Dimitrie Cuclin
Gregg Wager,Karlheinz Stockhausen
Gregg Wager,Morten Lauridsen
Gregg Wager,Yuriy Oliynyk
Johann Philipp Krieger,Bernardo Pasquini
Johann Philipp Krieger,Johann Jakob Froberger
Leo Brouwer,Astor Piazzolla
Leo Brouwer,Carlos Guastavino
Leo Brouwer,Cornelius Cardew
Leo Brouwer,Darius Milhaud
Leo Brouwer,Ernestina Lecuona y Casado
Leo Brouwer,Ernesto Lecuona
Leo Brouwer,Hans Werner Henze
Leo Brouwer,Iannis Xenakis
Leo Brouwer,Leni Alexander
Leo Brouwer,Maurice Ohana
Leo Brouwer,Sylvano Bussotti
Doru Popovici,Gabriel Fauré
Doru Popovici,György Ligeti
Doru Popovici,Iannis Xenakis
Doru Popovici,Karlheinz Stockhausen
Doru Popovici,Max Reger
Doru Popovici,Ottorino Respighi
Doru Popovici,Paul Constantinescu
Timothy Salter,York Bowen
Helen Hopekirk,Alexander Mackenzie (composer)
Helen Hopekirk,Carl Reinecke
Helen Hopekirk,Franz Liszt
Helen Hopekirk,Theodor Leschetizky
Carolus Luython,Hans Leo Hassler
Carolus Luython,Philippe de Monte
Giovanni Legrenzi,Antonio Cesti
Giovanni Legrenzi,Carlo Pallavicino
Giovanni Legrenzi,Francesco Cavalli
Giovanni Legrenzi,George Frideric Handel
Giovanni Legrenzi,Maurizio Cazzati
Aivars Kalējs,Gabriel Fauré
Aivars Kalējs,Jehan Alain
Aivars Kalējs,Lūcija Garūta
Aivars Kalējs,Ādolfs Skulte
Nico Dostal,Franz Lehár
Nico Dostal,Robert Stolz
Mikhail Gnessin,Alexander Glazunov
Mikhail Gnessin,Anatoly Lyadov
Mikhail Gnessin,Aram Khachaturian
Mikhail Gnessin,Igor Stravinsky
Mikhail Gnessin,Lazare Saminsky
Mikhail Gnessin,Nikolai Rimsky-Korsakov
Mikhail Gnessin,Tikhon Khrennikov
Andreas Hammerschmidt,Christoph Demantius
Andreas Hammerschmidt,Dieterich Buxtehude
Andreas Hammerschmidt,Georg Neumark
Andreas Hammerschmidt,Heinrich Schütz
Andreas Hammerschmidt,Johann Crüger
Andreas Hammerschmidt,Johann Pachelbel
Andreas Hammerschmidt,Johann Schein
Andreas Hammerschmidt,Johann Sebastian Bach
Andreas Hammerschmidt,Michael Praetorius
Andreas Hammerschmidt,Sigfrid Karg-Elert
Géry de Ghersem,John IV of Portugal
Klaus Ager,Olivier Messiaen
Klaus Ager,Pierre Schaeffer
Rutland Boughton,Alan Bush
Rutland Boughton,Edward Elgar
Rutland Boughton,Ethel Smyth
Rutland Boughton,Eugene Aynsley Goossens
Rutland Boughton,Gustav Holst
Rutland Boughton,Ralph Vaughan Williams
Rutland Boughton,Richard Wagner
Rutland Boughton,Walford Davies
Henri Marteau,Clara Schumann
Henri Marteau,Gabriel Fauré
Henri Marteau,Hugo Becker
Henri Marteau,Joseph Joachim
Henri Marteau,Jules Massenet
Henri Marteau,Max Reger
Thierry Escaich,Maurice Duruflé
Friedrich Heinrich Himmel,Johann Gottlieb Naumann
Johann Adam Hiller,Carl Reinecke
Johann Adam Hiller,Christoph Willibald Gluck
Johann Adam Hiller,Corona Schröter
Johann Adam Hiller,Daniel Gottlob Türk
Johann Adam Hiller,Ferdinand David (musician)
Johann Adam Hiller,Ferdinand Hiller
Johann Adam Hiller,Gottfried August Homilius
Johann Adam Hiller,Johann Adolph Hasse
Johann Adam Hiller,Johann Sebastian Bach
Johann Adam Hiller,Max Reger
Johann Adam Hiller,Wilhelm Furtwängler
Nicolas Dalayrac,Jean-Jacques Rousseau
Renate Birnstein,György Ligeti
Osvaldo Golijov,Claudio Monteverdi
Osvaldo Golijov,Gustav Mahler
Osvaldo Golijov,Johann Sebastian Bach
Max Beckschäfer,Max Reger
Max Beckschäfer,Wilhelm Killmayer
Ikuma Dan,Kosaku Yamada
Ikuma Dan,Saburō Moroi
Guillaume Bouzignac,Giacomo Carissimi
Guillaume Bouzignac,Jean Gilles (composer)
Lūcija Garūta,Jāzeps Vītols
Lūcija Garūta,Paul Le Flem
R. Murray Schafer,André Previn
R. Murray Schafer,Brian Cherney
R. Murray Schafer,Christos Hatzis
R. Murray Schafer,Peter Paul Koprowski
R. Murray Schafer,Pierre Boulez
Thomas Arne,George Frideric Handel
Thomas Arne,John Frederick Lampe
Thomas Arne,Joseph Haydn
Thomas Arne,Michael Arne
Thomas Arne,Thomas Roseingrave
Simon Mayr,Gaetano Donizetti
Simon Mayr,Ludwig van Beethoven
Clytus Gottwald,Brian Ferneyhough
Clytus Gottwald,Claude Debussy
Clytus Gottwald,Dieter Schnebel
Clytus Gottwald,Franz Liszt
Clytus Gottwald,Giacomo Puccini
Clytus Gottwald,Gustav Mahler
Clytus Gottwald,György Ligeti
Clytus Gottwald,Gérard Grisey
Clytus Gottwald,Hans Zender
Clytus Gottwald,Hector Berlioz
Clytus Gottwald,Heinz Holliger
Clytus Gottwald,Hugo Wolf
Clytus Gottwald,Krzysztof Penderecki
Clytus Gottwald,Maurice Ravel
Clytus Gottwald,Mauricio Kagel
Clytus Gottwald,Pierre Boulez
Clytus Gottwald,Richard Wagner
Clytus Gottwald,Vinko Globokar
Valentin Silvestrov,Borys Lyatoshynsky
Valentin Silvestrov,Gustav Mahler
Valentin Silvestrov,Levko Revutsky
Gordon Fitzell,Beat Furrer
Gordon Fitzell,James Harley
Gordon Fitzell,Joan Tower
Gordon Fitzell,Salvatore Sciarrino
Gaetano Pugnani,Carl Friedrich Abel
Gaetano Pugnani,Fritz Kreisler
Gaetano Pugnani,Giovanni Battista Viotti
Gianluca Cascioli,Luciano Berio
Gianluca Cascioli,Robert Schumann
Bernard Rands,Augusta Read Thomas
Bernard Rands,Bertram Turetzky
Bernard Rands,Bruno Maderna
Bernard Rands,Howard Hanson
Bernard Rands,John Harbison
Bernard Rands,Luciano Berio
Bernard Rands,Luigi Dallapiccola
Bernard Rands,Pierre Boulez
Bernard Rands,Serge Koussevitzky
Bernardo Pasquini,Alessandro Melani
Bernardo Pasquini,Alessandro Scarlatti
Bernardo Pasquini,Arcangelo Corelli
Bernardo Pasquini,Georg Muffat
